ID;TITULO;FRASE;PARTE;LINK;AS;P1;A1;A2;A3
BERLTuMKuJ8;Patrulha Canina | Missões da Torre de Observação da Patrulha Canina por 30 Minutos! | Nick Jr.;"""vai dar tudo certo você consegue""";Fim;https://www.youtube.com/watch?v=BERLTuMKuJ8;Neutro;Neutro;Neutro;Neutro;Neutro
4s6mSWpKeCM;A casa subterrânea! Peppa Pig (História: Armário de Brinquedos);está na hora da Peppa e do George irem para a cama mas o que é isso por que todos esses brinquedos estão aí;Início;https://www.youtube.com/watch?v=4s6mSWpKeCM;Positivo;Negativo;Positivo;Positivo;Positivo
QI6ZQCh-Zrw;Para Onde Vai a Água? | Episódios Completos 🐵 George, o Curioso;"""george estava curtindo um banho de banheira quentinho""";Meio;https://www.youtube.com/watch?v=QI6ZQCh-Zrw;Neutro;Neutro;Neutro;Neutro;Neutro
_MqImMufNaM;Spidey e Seus Amigos Espectaculares | EPISÓDIOS COMPLETOS | Vão, Dino-Webs, Vão! + Fantasma no Museu;"""com os dino poderes temos mais formas de ajudar todo mundo""";Meio;https://www.youtube.com/watch?v=_MqImMufNaM;Neutro;Neutro;Neutro;Neutro;Neutro
hyy47h2fNn4;O Show do Garfield 😺 Treinamento radical | DESENHO INFANTIL🌈PORTUGUÊS do BRASIL;"""vocês podem treinar seus animais usando minha exclusiva linha de produtos""";Início;https://www.youtube.com/watch?v=hyy47h2fNn4;Neutro;Neutro;Neutro;Neutro;Neutro
FXdKwbOQce4;MARATONA MELHORES EPISÓDIOS... O Show da Luna! (História: Sol Verde);viram isso mágica a água azul ficou verde isso quer dizer que que gente as cores se misturam será;Meio;https://www.youtube.com/watch?v=FXdKwbOQce4;Neutro;Neutro;Neutro;Neutro;Neutro
-hgCtotSucs;Dora seguiu um rastro de conchas brilhantes 🐚✨ | Canção divertida para crianças;"""os amigos se juntaram pulando de alegria""";Meio;https://www.youtube.com/watch?v=-hgCtotSucs;Positivo;Positivo;Positivo;Positivo;Positivo
F1OZbKj4yoQ;A casa subterrânea! Peppa Pig (História: Reciclagem);a vermelha é para os papéis a azul é para todo tipo de alumínio e a verde é para os vidros;Início;https://www.youtube.com/watch?v=F1OZbKj4yoQ;Positivo;Positivo;Positivo;Positivo;Neutro
86lVTtWTLfc;O que é um diário? Peppa Pig (História: Espelhos);espelhos são brilhantes por isso você pode ver a si mesmo;Início;https://www.youtube.com/watch?v=86lVTtWTLfc;Positivo;Positivo;Positivo;Positivo;Positivo
BfFBPWo7SbU;SONIC X | episódio 24 - Aponte Para Ele! O Navio Afundado No Sul (Dublado);"""ele está no mundo da lua agora""";Início;https://www.youtube.com/watch?v=BfFBPWo7SbU;Neutro;Negativo;Neutro;Neutro;Neutro
3CIPVQ4lRfo;BART VIROU AMANTE DA SHAUNA?! #simpsons #thesimpsons #shorts #homer #bart;Sha sente peso na consciência por trair seu namorado.;Meio;https://www.youtube.com/shorts/3CIPVQ4lRfo;Neutro;Neutro;Neutro;Negativo;Neutro
AsijPlOOkMM;O Show do Garfield 😺A Pizza perfeita🍕PARA CRIANÇAS | O Reino Series;"""comam quantas pizzas quiserem de hoje em diante""";Fim;https://www.youtube.com/watch?v=AsijPlOOkMM;Neutro;Neutro;Neutro;Neutro;Neutro
5ZN0oh60lwk;BIG MOUTH DUBLADO: QUATRO CURIOSIDADES;além disso uma outra dubladora lado dos estados unidos chamado chamada maya rudolph ela dublou a kone a monstra do hormônio.;Início;https://www.youtube.com/watch?v=5ZN0oh60lwk;Neutro;Neutro;Negativo;Neutro;Neutro
-TCnAM_PvEw;Peppa Pig... Compilation 14 (História: Lavando Roupa);Peppa e o seu vestido eu coloquei ele para lavar o quê ah não;Meio;https://www.youtube.com/watch?v=-TCnAM_PvEw;Negativo;Negativo;Negativo;Negativo;Negativo
-hgCtotSucs;Dora seguiu um rastro de conchas brilhantes 🐚✨ | Canção divertida para crianças;"""pulou ao lado dela com um sorriso alegre""";Início;https://www.youtube.com/watch?v=-hgCtotSucs;Positivo;Positivo;Positivo;Positivo;Negativo
7bz65MLVvms;Peppa Pig... Compilation 14 (História: Tosse de Pedro);nossa o doutor urso marrom está com a tocha do pedro não se preocupe;Fim;https://www.youtube.com/watch?v=7bz65MLVvms;Neutro;Neutro;Neutro;Neutro;Neutro
UXl96yLXHHY;Mix Melhores Músicas Infantis Brasileira | músicas para bebês - looloo kids;"""beautiful Phillies fingers thank you""";Meio;https://www.youtube.com/watch?v=UXl96yLXHHY&list=TLGGPhoa04DFYM4yMTAxMjAyNg;Neutro;Neutro;Neutro;Neutro;Neutro
HQIVWQh5zcw;Peppa Pig AO VIVO! (História: Amigo de Faz de Conta);o Léo acabou de me dizer que ele não quer mais bolo então George pode comer;Meio;https://www.youtube.com/watch?v=HQIVWQh5zcw;Neutro;Positivo;Neutro;Neutro;Neutro
p3tWecdS3xE;44 Gatos | Ratos Vs Gatos: Amigos... ou inimigos?;"""faz a vovó um prato poderoso que é uma delícia """;Fim;https://www.youtube.com/watch?v=p3tWecdS3xE;Positivo;Positivo;Negativo;Positivo;Positivo
3CIUr10_fUs;A PREVISÃO MAIS ABSURDA dos SIMPSONS…;Os Simpsons pertencia a Fox.;Meio;https://www.youtube.com/shorts/3CIUr10_fUs;Neutro;Neutro;Neutro;Neutro;Neutro
_MqImMufNaM;Spidey e Seus Amigos Espectaculares | EPISÓDIOS COMPLETOS | Vão, Dino-Webs, Vão! + Fantasma no Museu;"""minha gema tem poderes dentro dela""";Meio;https://www.youtube.com/watch?v=_MqImMufNaM;Neutro;Neutro;Negativo;Neutro;Neutro
BO6e7Gq1jWM;A filosofia presente no Fim de BoJack Horseman;a gente tem duas posições sobre o sentido da vida o rap representa o existencialismo na sua forma mais pura.;Início;https://www.youtube.com/watch?v=BO6e7Gq1jWM;Neutro;Neutro;Neutro;Neutro;Neutro
YggLBVSorVM;Um Filhote de Tucano Estava Fazendo Malabares 🐦🎪 | Canção Divertida para Bebês e Crianças;"""o pequeno caracol carregava uma concha brilhante""";Meio;https://www.youtube.com/watch?v=YggLBVSorVM;Neutro;Neutro;Negativo;Neutro;Neutro
UXl96yLXHHY;Mix Melhores Músicas Infantis Brasileira | músicas para bebês - looloo kids;"""Lulu kids down my feet""";Início;https://www.youtube.com/watch?v=UXl96yLXHHY&list=TLGGPhoa04DFYM4yMTAxMjAyNg;Neutro;Neutro;Neutro;Neutro;Neutro
bHADH18n_Qg;🐶🦴 O MELHOR de Krypto, o Supercão! | Krypto the Superdog em Português 🇧🇷 | ‪@DCKidsBrasil‬;"""eu fico feliz em poder ajudar""";Fim;https://www.youtube.com/watch?v=bHADH18n_Qg;Positivo;Positivo;Positivo;Positivo;Positivo
YggLBVSorVM;Um Filhote de Tucano Estava Fazendo Malabares 🐦🎪 | Canção Divertida para Bebês e Crianças;"""o caranguejo bebê caminha na areia fofa""";Fim;https://www.youtube.com/watch?v=YggLBVSorVM;Neutro;Neutro;Neutro;Neutro;Neutro
0565ORPLgRQ;EPISÓDIOS DE DESENHOS QUE FORAM BANIDOS #shorts;confusa Beth fala com uma coruja que diz de um homem velho das montanhas que tá ameaçando a vida dos moradores principalmente das mulheres.;Início;https://www.youtube.com/shorts/0565ORPLgRQ;Neutro;Positivo;Neutro;Neutro;Neutro
1znJVrkFFF4;Peppa Pig... Compilation 14 (História: O Barco do Vovô);de algum jeito nós temos que mandar uma mensagem para vovó de voar devido à boa ideia;Meio;https://www.youtube.com/watch?v=1znJVrkFFF4;Neutro;Negativo;Neutro;Neutro;Neutro
1znJVrkFFF4;Peppa Pig... Compilation 14 (História: O Barco do Vovô);olhe é um papagaio muito esperto diga eu sou um papagaio espero;Fim;https://www.youtube.com/watch?v=1znJVrkFFF4;Neutro;Neutro;Positivo;Neutro;Neutro
HthEOHxGJrg;Peppa Pig Português Brasil | Dias de brincadeira da Peppa | Desenhos Animados;"""o papai vai ler uma história para vocês""";Fim;https://www.youtube.com/watch?v=HthEOHxGJrg;Neutro;Positivo;Neutro;Neutro;Neutro
0xWSgd5y-gQ;A Verdadeira Inspiração por Trás do Butters em South Park;O personagem Alegre ingênuo E otimista e gente boa do burs é baseado em Eric stalf diretor de animação de South Park.;Início;https://www.youtube.com/watch?v=0xWSgd5y-gQ;Positivo;Positivo;Positivo;Positivo;Positivo
doAenkESxww;He Man em Português DUBLADO | O Dia das Maquinas | Desenhos Animados;"""tudo se pode melhorar""";Fim;https://www.youtube.com/watch?v=doAenkESxww;Neutro;Negativo;Neutro;Neutro;Neutro
FXdKwbOQce4;MARATONA MELHORES EPISÓDIOS... O Show da Luna! (História: Sol Verde);meu lindo e Radiante só não está verde ele está Não só está verde como o meu sol pode estar verde;Início;https://www.youtube.com/watch?v=FXdKwbOQce4;Positivo;Positivo;Positivo;Positivo;Neutro
FXdKwbOQce4;MARATONA MELHORES EPISÓDIOS... O Show da Luna! (História: Sol Verde);Olha só o verde chegou meninas vamos colocar nossos óculos escuros para falar com o sol;Meio;https://www.youtube.com/watch?v=FXdKwbOQce4;Neutro;Neutro;Neutro;Neutro;Neutro
3yaIKm_WZFs;O susto! - Contação de Histórias infantis - Varal de Histórias;"""o pato dizia é a pata a pata dizia é o pato""";Meio;https://www.youtube.com/watch?v=3yaIKm_WZFs;Neutro;Neutro;Neutro;Neutro;Neutro
hYZvoyPLFRk;Passeio Infinito na Escada Rolante ⬆️ Peppa Pig Português Brasil | 30 min;"""lá tem lojas restaurantes e muitas escadas rolantes""";Início;https://www.youtube.com/watch?v=hYZvoyPLFRk;Neutro;Neutro;Neutro;Neutro;Neutro
-TCnAM_PvEw;Peppa Pig... Compilation 14 (História: Lavando Roupa);viva papai o senhor sujou a sua camisa toda de lama é claro Peppa;Fim;https://www.youtube.com/watch?v=-TCnAM_PvEw;Negativo;Negativo;Negativo;Negativo;Negativo
9LM6TXghK_k;O MELHOR VÍDEO PARA APRENDER A LER - VOL 2 | + 40 MIN DE VÍDEOS PARA AJUDAR NA ALFABETIZAÇÃO;"""a b a letra da vassoura vassoura começa com v Verde vassoura vá sou Lara vassoura""";Fim;https://www.youtube.com/watch?v=9LM6TXghK_k;Neutro;Neutro;Neutro;Positivo;Neutro
-hgCtotSucs;Dora seguiu um rastro de conchas brilhantes 🐚✨ | Canção divertida para crianças;"""as aventuras com conchas foram perfeitas""";Meio;https://www.youtube.com/watch?v=-hgCtotSucs;Positivo;Positivo;Positivo;Positivo;Positivo
4w7cS9CL9QE;INGLÊS INFANTIL | APRENDER INGLÊS COM AMIGO MUMU | AULA DE INGLÊS PARA CRIANÇAS;"""espero que você esteja feliz feliz em inglês se diz happy""";Meio;https://www.youtube.com/watch?v=4w7cS9CL9QE;Positivo;Positivo;Positivo;Positivo;Positivo
0565ORPLgRQ;EPISÓDIOS DE DESENHOS QUE FORAM BANIDOS #shorts;quando de repente todos os moradores começam a fazer as malas e fugiu.;Início;https://www.youtube.com/shorts/0565ORPLgRQ;Neutro;Neutro;Neutro;Neutro;Neutro
yvCDV6Bh2d8;Desenho Infantil... 28 Minutos (História: Bolha de Sabão);muito bem José conseguimos acabar seu bolinho sabor nuvem do céu oba hora de comer;Início;https://www.youtube.com/watch?v=yvCDV6Bh2d8;Positivo;Positivo;Positivo;Positivo;Positivo
BO6e7Gq1jWM;A filosofia presente no Fim de BoJack Horseman;para fugir da responsabilidade de ser livre a gente mente para si mesmo.;Meio;https://www.youtube.com/watch?v=BO6e7Gq1jWM;Neutro;Neutro;Neutro;Neutro;Neutro
SErY7GNv1Hg;FUNK DO PATINHO - Cantinho Encantado | Música Infantil;"""essa amizade só depende de você""";Meio;https://www.youtube.com/watch?v=SErY7GNv1Hg;Neutro;Neutro;Neutro;Neutro;Neutro
xr5KQQN7Big;Cenas do Hambúrguer de Siri | Parte 2 | Bob Esponja em Português;"""esse sanduíche é muito dinâmico""";Fim;https://www.youtube.com/watch?v=xr5KQQN7Big;Neutro;Neutro;Neutro;Neutro;Negativo
YggLBVSorVM;Um Filhote de Tucano Estava Fazendo Malabares 🐦🎪 | Canção Divertida para Bebês e Crianças;"""a pequena água viva brilhava no mar escuro""";Meio;https://www.youtube.com/watch?v=YggLBVSorVM;Neutro;Neutro;Neutro;Neutro;Neutro
SErY7GNv1Hg;FUNK DO PATINHO - Cantinho Encantado | Música Infantil;"""feliz aniversário para você""";Fim;https://www.youtube.com/watch?v=SErY7GNv1Hg;Positivo;Positivo;Positivo;Positivo;Positivo
FXdKwbOQce4;MARATONA MELHORES EPISÓDIOS... O Show da Luna! (História: Sol Verde);esse seu sol verde que tá aparecendo um alho legal negativo Júpiter;Início;https://www.youtube.com/watch?v=FXdKwbOQce4;Neutro;Neutro;Neutro;Neutro;Neutro
5ZN0oh60lwk;BIG MOUTH DUBLADO: QUATRO CURIOSIDADES;ele dobrou o a lola que é a transex tinta da escola muito engraçada.;Início;https://www.youtube.com/watch?v=5ZN0oh60lwk;Neutro;Neutro;Neutro;Neutro;Neutro
SErY7GNv1Hg;FUNK DO PATINHO - Cantinho Encantado | Música Infantil;"""amanhã chegará com uma brisa colhedora""";Fim;https://www.youtube.com/watch?v=SErY7GNv1Hg;Neutro;Neutro;Negativo;Neutro;Neutro
cqryXNQUew8;Desenho Educativo Infantil - 24 Minutos de Historinhas da Sara!!! Em Português Completo;"""ali pegada de coelho achei""";Fim;https://www.youtube.com/watch?v=cqryXNQUew8;Neutro;Neutro;Neutro;Positivo;Neutro
1j3zTuJiy0Q;Scooby-Doo Encontra um SUPER Amigo! | Scooby-Doo! em Português 🇧🇷 | ‪@WBKidsBrasil‬;"""chega de enrolação a gente tem que procurar pistas""";Fim;https://www.youtube.com/watch?v=1j3zTuJiy0Q;Neutro;Neutro;Neutro;Neutro;Neutro
7bz65MLVvms;Peppa Pig... Compilation 14 (História: Tosse de Pedro);desculpe madame gazela puxa o pedro está contou assim não se preocupe e vou ligar para o doutor;Início;https://www.youtube.com/watch?v=7bz65MLVvms;Neutro;Neutro;Neutro;Neutro;Neutro
4s6mSWpKeCM;A casa subterrânea! Peppa Pig (História: Armário de Brinquedos);é de manhã e o Senor zebra o carteiro veio fazer uma entrega especial correio entrega especial;Meio;https://www.youtube.com/watch?v=4s6mSWpKeCM;Positivo;Positivo;Positivo;Neutro;Positivo
Xc6TPar4KSc;Close Enough e Apenas um Show SÃO do MESMO UNIVERSO;é muito fácil fazer a comparação e é mais fácil esperar que o desenho teria referências é apenas um show.;Início;https://www.youtube.com/watch?v=Xc6TPar4KSc;Neutro;Neutro;Neutro;Neutro;Neutro
cqryXNQUew8;Desenho Educativo Infantil - 24 Minutos de Historinhas da Sara!!! Em Português Completo;"""eu vou tentar primeiro com cuidado Nina muito bem""";Início;https://www.youtube.com/watch?v=cqryXNQUew8;Positivo;Positivo;Positivo;Positivo;Positivo
AsijPlOOkMM;O Show do Garfield 😺A Pizza perfeita🍕PARA CRIANÇAS | O Reino Series;"""estou faminto para atender a porta""";Início;https://www.youtube.com/watch?v=AsijPlOOkMM;Neutro;Neutro;Neutro;Neutro;Neutro
7QaVz97-ejE;SOBREVIVI de BEBÊ até IMORTAL no Minecraft;"""Galinha Azul mas isso nem existe existem sim ela é a galinha mais rara do mundo""";Meio;https://www.youtube.com/watch?v=7QaVz97-ejE;Neutro;Neutro;Neutro;Neutro;Neutro
vbM7Y92oWQI;Bolsa da Tucci;É magoou só que a vista leitor.;Meio;https://www.youtube.com/shorts/vbM7Y92oWQI;Neutro;Neutro;Neutro;Negativo;Neutro
uOH9YS4ZcGI;A casa subterrânea! Peppa Pig (História: Engarrafamento);estão quase chegando mas ainda estão no engarrafamento coitados assim a comida vai ficar fria;Fim;https://www.youtube.com/watch?v=uOH9YS4ZcGI;Neutro;Neutro;Neutro;Neutro;Positivo
OwWVDq9wwKc;As Tartarugas Ninja Fizeram uma Corrida Divertida | Canções Infantis e Rimas para Crianças;"""dança da vitória com uma curva alegre""";Meio;https://www.youtube.com/watch?v=OwWVDq9wwKc;Positivo;Positivo;Negativo;Positivo;Positivo
9LM6TXghK_k;O MELHOR VÍDEO PARA APRENDER A LER - VOL 2 | + 40 MIN DE VÍDEOS PARA AJUDAR NA ALFABETIZAÇÃO;"""lata de leite leite leite vamos falar mais uma vez""";Meio;https://www.youtube.com/watch?v=9LM6TXghK_k;Neutro;Neutro;Neutro;Neutro;Neutro
Xc6TPar4KSc;Close Enough e Apenas um Show SÃO do MESMO UNIVERSO;é uma história muito fofinho mas para esse tipo de desenho que acha que coisas altas e barulho a intenção engraçadas.;Fim;https://www.youtube.com/watch?v=Xc6TPar4KSc;Neutro;Neutro;Neutro;Neutro;Neutro
AMxOelWy0UQ;O amigo travesso de Obby no Roblox escorregou 😆🧱 | Canção Divertida para Crianças;"""diamantes caíram com um brilho deslumbrante""";Meio;https://www.youtube.com/watch?v=AMxOelWy0UQ;Positivo;Positivo;Positivo;Positivo;Positivo
SAVH83QDUbc;A Falsa perfeição de Peanutbutter em BoJack Horseman;O Senor pen Butter é aquela pessoa divertida extrovertida que tu amaria ter como amigo o marido exemplar que tá sempre demonstrando o seu afeto através de presentes festas e grandes gestos aparentemente atenciosos.;Início;https://www.youtube.com/watch?v=SAVH83QDUbc;Positivo;Negativo;Positivo;Positivo;Positivo
xr5KQQN7Big;Cenas do Hambúrguer de Siri | Parte 2 | Bob Esponja em Português;"""hoje eu trago o outro grupo aqui""";Início;https://www.youtube.com/watch?v=xr5KQQN7Big;Neutro;Neutro;Neutro;Neutro;Neutro
QI6ZQCh-Zrw;Para Onde Vai a Água? | Episódios Completos 🐵 George, o Curioso;"""canos precisam sempre ser bem instalados""";Meio;https://www.youtube.com/watch?v=QI6ZQCh-Zrw;Neutro;Neutro;Neutro;Neutro;Positivo
1znJVrkFFF4;Peppa Pig... Compilation 14 (História: O Barco do Vovô);espero que mantenhamos a varial e pois queremos lá a água;Fim;https://www.youtube.com/watch?v=1znJVrkFFF4;Neutro;Neutro;Negativo;Neutro;Neutro
0nMmWgETnMY;Nem tudo nasce da semente? 🍌🍌 - O Show da Luna! Episódio Completo 03 | Primeira Temporada | Kids;como será que a banana nasce se ela não tem semente deixa eu ver vai calma todos vão ver na sua vez;Início;https://www.youtube.com/watch?v=0nMmWgETnMY;Neutro;Neutro;Neutro;Neutro;Neutro
OwWVDq9wwKc;As Tartarugas Ninja Fizeram uma Corrida Divertida | Canções Infantis e Rimas para Crianças;"""a linha de chegada foi alcançada com uma ovação de alegria""";Início;https://www.youtube.com/watch?v=OwWVDq9wwKc;Positivo;Positivo;Positivo;Positivo;Positivo
86lVTtWTLfc;O que é um diário? Peppa Pig (História: Espelhos);olha para mim eu estou todo torto Hum eu tenho um pescoço longo como uma girafa;Meio;https://www.youtube.com/watch?v=86lVTtWTLfc;Positivo;Positivo;Positivo;Positivo;Positivo
QI6ZQCh-Zrw;Para Onde Vai a Água? | Episódios Completos 🐵 George, o Curioso;"""deixa o encanamento para o especialista""";Meio;https://www.youtube.com/watch?v=QI6ZQCh-Zrw;Neutro;Neutro;Neutro;Neutro;Neutro
xr5KQQN7Big;Cenas do Hambúrguer de Siri | Parte 2 | Bob Esponja em Português;"""não importa vocês estão muito agitados""";Meio;https://www.youtube.com/watch?v=xr5KQQN7Big;Neutro;Neutro;Neutro;Neutro;Neutro
UXl96yLXHHY;Mix Melhores Músicas Infantis Brasileira | músicas para bebês - looloo kids;"""ha ha like myself""";Fim;https://www.youtube.com/watch?v=UXl96yLXHHY&list=TLGGPhoa04DFYM4yMTAxMjAyNg;Neutro;Neutro;Neutro;Neutro;Neutro
k7F5xiIOSpA;44 Gatos | O médico gatinho | Pilou tem medo do MÉDICO | Vídeo para crianças;"""Sopa de legumes é um ótimo alimento para curar um resfriado """;Fim;https://www.youtube.com/watch?v=k7F5xiIOSpA;Positivo;Positivo;Positivo;Positivo;Positivo
SrpHLLNoIMM;Bob Esponja ESTILOSO por 60 Minutos Seguidos 🔥 | Bob Esponja em Português;"""você deve estar mais bonito do que antes""";Início;https://www.youtube.com/watch?v=SrpHLLNoIMM;Neutro;Neutro;Neutro;Neutro;Neutro
4w7cS9CL9QE;INGLÊS INFANTIL | APRENDER INGLÊS COM AMIGO MUMU | AULA DE INGLÊS PARA CRIANÇAS;"""não costumo ficar bravo ou irritado Bravo em inglês se diz Andrey""";Meio;https://www.youtube.com/watch?v=4w7cS9CL9QE;Neutro;Neutro;Neutro;Neutro;Neutro
AsijPlOOkMM;O Show do Garfield 😺A Pizza perfeita🍕PARA CRIANÇAS | O Reino Series;"""a máquina pode fazer muitas pizzas por minuto""";Meio;https://www.youtube.com/watch?v=AsijPlOOkMM;Neutro;Neutro;Neutro;Neutro;Positivo
F1OZbKj4yoQ;A casa subterrânea! Peppa Pig (História: Reciclagem);o George quer reciclar o jornal do papai Espere um pouco filho eu ainda não acabei de ler o meu jornal;Meio;https://www.youtube.com/watch?v=F1OZbKj4yoQ;Positivo;Positivo;Positivo;Positivo;Positivo
SrpHLLNoIMM;Bob Esponja ESTILOSO por 60 Minutos Seguidos 🔥 | Bob Esponja em Português;"""a minha gravata está em ordem""";Meio;https://www.youtube.com/watch?v=SrpHLLNoIMM;Neutro;Neutro;Neutro;Neutro;Neutro
OwWVDq9wwKc;As Tartarugas Ninja Fizeram uma Corrida Divertida | Canções Infantis e Rimas para Crianças;"""as moedas de ouro brilhavam as pérolas reluziam""";Fim;https://www.youtube.com/watch?v=OwWVDq9wwKc;Positivo;Positivo;Positivo;Positivo;Positivo
9LM6TXghK_k;O MELHOR VÍDEO PARA APRENDER A LER - VOL 2 | + 40 MIN DE VÍDEOS PARA AJUDAR NA ALFABETIZAÇÃO;"""letra a a de apito a de avião a de anel""";Início;https://www.youtube.com/watch?v=9LM6TXghK_k;Neutro;Neutro;Neutro;Neutro;Neutro
SAVH83QDUbc;A Falsa perfeição de Peanutbutter em BoJack Horseman;a real é que quase sempre é bem mais sobre ele do que sobre qualquer um no Fim das contas.;Meio;https://www.youtube.com/watch?v=SAVH83QDUbc;Neutro;Neutro;Neutro;Neutro;Neutro
4s6mSWpKeCM;A casa subterrânea! Peppa Pig (História: Armário de Brinquedos);pronto terminou muito bem mamãe ele é muito pequeno como todos os nossos brinquedos vão caber aqui;Meio;https://www.youtube.com/watch?v=4s6mSWpKeCM;Positivo;Positivo;Positivo;Positivo;Positivo
S0Ciua_z4OE;É hora de festejar com o Bingo! 🎶💃🧡 | Bingo Português Brasil - Canal Oficial;"""uma brincadeira depois cama""";Meio;https://www.youtube.com/watch?v=S0Ciua_z4OE;Positivo;Positivo;Positivo;Positivo;Positivo
3CIPVQ4lRfo;BART VIROU AMANTE DA SHAUNA?! #simpsons #thesimpsons #shorts #homer #bart;vem comigo aqui meu presente de agradecimento que uma garota teria.;Meio;https://www.youtube.com/shorts/3CIPVQ4lRfo;Positivo;Positivo;Positivo;Positivo;Positivo
BERLTuMKuJ8;Patrulha Canina | Missões da Torre de Observação da Patrulha Canina por 30 Minutos! | Nick Jr.;"""nenhum trabalho é tão grande e nenhum filhote é tão pequeno""";Fim;https://www.youtube.com/watch?v=BERLTuMKuJ8;Neutro;Neutro;Neutro;Negativo;Neutro
JMp71mLRJSQ;Desenho Infantil... 32 Minutos (História: Máquina de Doces);olha tem outros botões aqui para que será que serve melhor a gente olhar o manual;Início;https://www.youtube.com/watch?v=JMp71mLRJSQ;Positivo;Positivo;Positivo;Negativo;Positivo
yvCDV6Bh2d8;Desenho Infantil... 28 Minutos (História: Bolha de Sabão);bolinho sabor no vem do céu aí vou eu parabéns José você conseguiu;Meio;https://www.youtube.com/watch?v=yvCDV6Bh2d8;Positivo;Positivo;Positivo;Positivo;Positivo
Xc6TPar4KSc;Close Enough e Apenas um Show SÃO do MESMO UNIVERSO;o próximo episódio do show chamado museu de cera vai ter a participação de um carinho legal alex goot o criador de gravity falls dublando o personagem.;Meio;https://www.youtube.com/watch?v=Xc6TPar4KSc;Neutro;Neutro;Neutro;Neutro;Neutro
1znJVrkFFF4;Peppa Pig... Compilation 14 (História: O Barco do Vovô);o vulcão e são os melhores amigos da bola aparelho disse que nós precisávamos de ajuda;Fim;https://www.youtube.com/watch?v=1znJVrkFFF4;Neutro;Positivo;Neutro;Neutro;Neutro
nIyr14PwxSE;Alex se demite | TRÊS ESPIÂS DEMAIS | Episódio 19, Temporada 1;"""nada pode nos impedir de ajuda com garotas""";Meio;https://www.youtube.com/watch?v=nIyr14PwxSE;Neutro;Neutro;Neutro;Positivo;Neutro
JMp71mLRJSQ;Desenho Infantil... 32 Minutos (História: Máquina de Doces);Não não precisa vou colocar várias frutas apertar todos os botões e teremos uma festa de docinhos;Meio;https://www.youtube.com/watch?v=JMp71mLRJSQ;Positivo;Positivo;Positivo;Positivo;Positivo
qt1Qt7eMTYk;Dia da Gincana... Detetive Labrador (História: Ligações Falsas);só porque eu tava jogando isso mesmo se não quiser ser preso faça exatamente o que eu mandar;Início;https://www.youtube.com/watch?v=qt1Qt7eMTYk;Neutro;Neutro;Neutro;Neutro;Neutro
uOH9YS4ZcGI;A casa subterrânea! Peppa Pig (História: Engarrafamento);se eles não conseguem chegar ao almoço levamos o almoço até eles;Fim;https://www.youtube.com/watch?v=uOH9YS4ZcGI;Neutro;Neutro;Neutro;Neutro;Neutro
k7F5xiIOSpA;44 Gatos | O médico gatinho | Pilou tem medo do MÉDICO | Vídeo para crianças;"""O meu dentinho está se mexendo """;Início;https://www.youtube.com/watch?v=k7F5xiIOSpA;Neutro;Neutro;Neutro;Neutro;Positivo
qV0Nrut-T9c;9 Lições de vida em Bojack Horseman;está tudo bem não ter tudo resolvido ou saber o que quer mas presentes os arcos da princesa Caroline e Toddy ambos entram na vida adulta com a vida profissional ainda muito longe de estar definida.;Meio;https://www.youtube.com/watch?v=qV0Nrut-T9c;Neutro;Neutro;Neutro;Neutro;Neutro
7QaVz97-ejE;SOBREVIVI de BEBÊ até IMORTAL no Minecraft;"""agora eu vou aproveitar a minha vida de Imortal com os meus amigos""";Fim;https://www.youtube.com/watch?v=7QaVz97-ejE;Neutro;Neutro;Neutro;Neutro;Neutro
u-pb6XvMOgo;Experimentos de ciência para crianças com Maria Clara e JP!!! - ÁGUAS QUE ANDAM.;olha a flor pegou água e subiu;Fim;https://www.youtube.com/watch?v=u-pb6XvMOgo;Positivo;Positivo;Positivo;Negativo;Positivo
x64zMoTFcb4;Ricky tem um pneu furado | Ricky Zoom Brasil | Desenhos Animados;"""agora eu vou conseguir subir a ladeira""";Início;https://www.youtube.com/watch?v=x64zMoTFcb3;Neutro;Neutro;Neutro;Neutro;Neutro
5ZN0oh60lwk;BIG MOUTH DUBLADO: QUATRO CURIOSIDADES;acredito que isso faz com que a série fique bem interessante e com uma mistura de de linguagens e gêneros que acaba dando um ton bem legal pra série.;Meio;https://www.youtube.com/watch?v=5ZN0oh60lwk;Neutro;Neutro;Neutro;Neutro;Positivo
cqryXNQUew8;Desenho Educativo Infantil - 24 Minutos de Historinhas da Sara!!! Em Português Completo;"""ah lanchinho para vocês bambinas vocês sararam""";Meio;https://www.youtube.com/watch?v=cqryXNQUew8;Neutro;Neutro;Neutro;Neutro;Neutro
5fx72a2ezys;A casa subterrânea! Peppa Pig (História: A Chave Perdida);o meu papai deixou a chave cair no ralo senhora coelha Ah você nunca vai conseguir trazer de volta;Meio;https://www.youtube.com/watch?v=5fx72a2ezys;Neutro;Neutro;Neutro;Neutro;Neutro
0nMmWgETnMY;Nem tudo nasce da semente? 🍌🍌 - O Show da Luna! Episódio Completo 03 | Primeira Temporada | Kids;e é por causa desse caule que a bananeira vira outra maneira é outra maneira vira outra maneira;Meio;https://www.youtube.com/watch?v=0nMmWgETnMY;Neutro;Neutro;Neutro;Neutro;Neutro
